ip,cidr,hostname,owner,note,status
10.10.10.178,10.10.10.0/24,k8s-dc-k8s-174.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.179,10.10.10.0/24,k8s-dc-k8s-175.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.180,10.10.10.0/24,k8s-dc-k8s-176.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.181,10.10.10.0/24,k8s-dc-k8s-177.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.182,10.10.10.0/24,k8s-dc-k8s-178.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.183,10.10.10.0/24,k8s-dc-k8s-179.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.184,10.10.10.0/24,k8s-dc-k8s-180.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.185,10.10.10.0/24,k8s-dc-k8s-181.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.186,10.10.10.0/24,k8s-dc-k8s-182.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.187,10.10.10.0/24,k8s-dc-k8s-183.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.188,10.10.10.0/24,k8s-dc-k8s-184.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.189,10.10.10.0/24,k8s-dc-k8s-185.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.190,10.10.10.0/24,k8s-dc-k8s-186.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.191,10.10.10.0/24,k8s-dc-k8s-187.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.192,10.10.10.0/24,k8s-dc-k8s-188.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.193,10.10.10.0/24,k8s-dc-k8s-189.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.194,10.10.10.0/24,k8s-dc-k8s-190.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.195,10.10.10.0/24,k8s-dc-k8s-191.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.196,10.10.10.0/24,k8s-dc-k8s-192.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.197,10.10.10.0/24,k8s-dc-k8s-193.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.198,10.10.10.0/24,k8s-dc-k8s-194.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.199,10.10.10.0/24,k8s-dc-k8s-195.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.200,10.10.10.0/24,k8s-dc-k8s-196.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.201,10.10.10.0/24,k8s-dc-k8s-197.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.202,10.10.10.0/24,k8s-dc-k8s-198.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.203,10.10.10.0/24,k8s-dc-k8s-199.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.204,10.10.10.0/24,k8s-dc-k8s-200.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.205,10.10.10.0/24,k8s-dc-k8s-201.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.206,10.10.10.0/24,k8s-dc-k8s-202.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.207,10.10.10.0/24,k8s-dc-k8s-203.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.208,10.10.10.0/24,k8s-dc-k8s-204.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.209,10.10.10.0/24,k8s-dc-k8s-205.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.210,10.10.10.0/24,k8s-dc-k8s-206.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.211,10.10.10.0/24,k8s-dc-k8s-207.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.212,10.10.10.0/24,k8s-dc-k8s-208.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.213,10.10.10.0/24,k8s-dc-k8s-209.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.214,10.10.10.0/24,k8s-dc-k8s-210.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.215,10.10.10.0/24,k8s-dc-k8s-211.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.10.216,10.10.10.0/24,k8s-dc-k8s-212.corp.example.com,DevOps,Kubernetes node — cluster dc-k8s,used
10.10.20.1,10.10.20.0/24,gw-dc-mon.corp.example.com,Network Ops,Default gateway — DC Monitoring,reserved
10.10.20.2,10.10.20.0/24,dns1-dc-mon.corp.example.com,Network Ops,Primary DNS — DC Monitoring,reserved
10.10.20.3,10.10.20.0/24,dns2-dc-mon.corp.example.com,Network Ops,Secondary DNS — DC Monitoring,reserved
10.10.20.4,10.10.20.0/24,dhcp-dc-mon.corp.example.com,Network Ops,DHCP server — DC Monitoring,reserved
10.10.20.5,10.10.20.0/24,web01-dc-mon.corp.example.com,Network Ops,Web server — HA pair node A,used
10.10.20.6,10.10.20.0/24,db02-dc-mon.corp.example.com,Network Ops,Db server — Staging,used
10.10.20.7,10.10.20.0/24,app03-dc-mon.corp.example.com,Network Ops,App server — DR standby,used
10.10.20.8,10.10.20.0/24,api04-dc-mon.corp.example.com,Network Ops,Api server — HA pair node B,used
10.10.20.9,10.10.20.0/24,mail05-dc-mon.corp.example.com,Network Ops,Mail server — HA pair node A,used
10.10.20.10,10.10.20.0/24,vpn06-dc-mon.corp.example.com,Network Ops,Vpn server — DR standby,used
10.10.20.11,10.10.20.0/24,proxy07-dc-mon.corp.example.com,Network Ops,Proxy server — Patched 2026-03,used
10.10.20.12,10.10.20.0/24,nfs08-dc-mon.corp.example.com,Network Ops,Nfs server — DR standby,used
10.10.20.13,10.10.20.0/24,ldap09-dc-mon.corp.example.com,Network Ops,Ldap server — Ubuntu 24.04 LTS,used
10.10.20.14,10.10.20.0/24,radius10-dc-mon.corp.example.com,Network Ops,Radius server — Ubuntu 24.04 LTS,used
10.10.20.15,10.10.20.0/24,syslog11-dc-mon.corp.example.com,Network Ops,Syslog server — SELinux enforcing,used
10.10.20.16,10.10.20.0/24,monitor12-dc-mon.corp.example.com,Network Ops,Monitor server — Staging,used
10.10.20.17,10.10.20.0/24,backup13-dc-mon.corp.example.com,Network Ops,Backup server — DR standby,used
10.10.20.18,10.10.20.0/24,ansible14-dc-mon.corp.example.com,Network Ops,Ansible server — Ubuntu 24.04 LTS,used
10.10.20.19,10.10.20.0/24,git15-dc-mon.corp.example.com,Network Ops,Git server — SELinux enforcing,used
10.10.20.20,10.10.20.0/24,ci16-dc-mon.corp.example.com,Network Ops,Ci server — New build,used
10.10.20.21,10.10.20.0/24,artifact17-dc-mon.corp.example.com,Network Ops,Artifact server — New build,used
10.10.20.22,10.10.20.0/24,vault18-dc-mon.corp.example.com,Network Ops,Vault server — Ubuntu 24.04 LTS,used
10.10.20.23,10.10.20.0/24,kafka19-dc-mon.corp.example.com,Network Ops,Kafka server — Patched 2026-03,used
10.10.20.24,10.10.20.0/24,redis20-dc-mon.corp.example.com,Network Ops,Redis server — Ubuntu 24.04 LTS,used
10.10.20.25,10.10.20.0/24,elastic21-dc-mon.corp.example.com,Network Ops,Elastic server — Patched 2026-03,used
10.10.20.26,10.10.20.0/24,kibana22-dc-mon.corp.example.com,Network Ops,Kibana server — New build,used
10.10.20.27,10.10.20.0/24,grafana23-dc-mon.corp.example.com,Network Ops,Grafana server — SELinux enforcing,used
10.10.20.28,10.10.20.0/24,zabbix24-dc-mon.corp.example.com,Network Ops,Zabbix server — Ansible-managed,used
10.10.20.29,10.10.20.0/24,netbox25-dc-mon.corp.example.com,Network Ops,Netbox server — Ansible-managed,used
10.10.20.30,10.10.20.0/24,wiki26-dc-mon.corp.example.com,Network Ops,Wiki server — Patched 2026-03,used
10.10.20.31,10.10.20.0/24,jira27-dc-mon.corp.example.com,Network Ops,Jira server — SELinux enforcing,used
10.10.20.32,10.10.20.0/24,confluence28-dc-mon.corp.example.com,Network Ops,Confluence server — SELinux enforcing,used
10.10.20.33,10.10.20.0/24,nexus29-dc-mon.corp.example.com,Network Ops,Nexus server — Patched 2026-03,used
10.10.20.34,10.10.20.0/24,harbor30-dc-mon.corp.example.com,Network Ops,Harbor server — Scheduled for decom Q3,used
10.10.20.35,10.10.20.0/24,k8s-master31-dc-mon.corp.example.com,Network Ops,K8S-Master server — RHEL 9.2,used
10.10.20.36,10.10.20.0/24,k8s-worker32-dc-mon.corp.example.com,Network Ops,K8S-Worker server — SELinux enforcing,used
10.10.20.37,10.10.20.0/24,etcd33-dc-mon.corp.example.com,Network Ops,Etcd server — Scheduled for decom Q3,used
10.10.20.38,10.10.20.0/24,web34-dc-mon.corp.example.com,Network Ops,Web server — DR standby,used
10.10.20.39,10.10.20.0/24,db35-dc-mon.corp.example.com,Network Ops,Db server — New build,used
10.10.20.40,10.10.20.0/24,app36-dc-mon.corp.example.com,Network Ops,App server — Staging,used
10.10.20.41,10.10.20.0/24,api37-dc-mon.corp.example.com,Network Ops,Api server — New build,used
10.10.20.42,10.10.20.0/24,mail38-dc-mon.corp.example.com,Network Ops,Mail server — New build,used
10.10.20.43,10.10.20.0/24,vpn39-dc-mon.corp.example.com,Network Ops,Vpn server — SELinux enforcing,used
10.10.20.44,10.10.20.0/24,proxy40-dc-mon.corp.example.com,Network Ops,Proxy server — HA pair node B,used
10.10.20.45,10.10.20.0/24,nfs41-dc-mon.corp.example.com,Network Ops,Nfs server — Ubuntu 24.04 LTS,used
10.10.20.46,10.10.20.0/24,ldap42-dc-mon.corp.example.com,Network Ops,Ldap server — HA pair node B,used
10.10.20.47,10.10.20.0/24,radius43-dc-mon.corp.example.com,Network Ops,Radius server — Patched 2026-03,used
10.10.20.48,10.10.20.0/24,syslog44-dc-mon.corp.example.com,Network Ops,Syslog server — Production,used
10.10.20.49,10.10.20.0/24,monitor45-dc-mon.corp.example.com,Network Ops,Monitor server — Scheduled for decom Q3,used
10.10.20.50,10.10.20.0/24,backup46-dc-mon.corp.example.com,Network Ops,Backup server — Legacy system,used
10.10.20.51,10.10.20.0/24,ansible47-dc-mon.corp.example.com,Network Ops,Ansible server — Staging,used
10.10.20.52,10.10.20.0/24,git48-dc-mon.corp.example.com,Network Ops,Git server — HA pair node B,used
10.10.20.53,10.10.20.0/24,ci49-dc-mon.corp.example.com,Network Ops,Ci server — New build,used
10.10.20.54,10.10.20.0/24,artifact50-dc-mon.corp.example.com,Network Ops,Artifact server — New build,used
10.10.20.55,10.10.20.0/24,vault51-dc-mon.corp.example.com,Network Ops,Vault server — Production,used
10.10.20.56,10.10.20.0/24,kafka52-dc-mon.corp.example.com,Network Ops,Kafka server — Production,used
10.10.20.57,10.10.20.0/24,redis53-dc-mon.corp.example.com,Network Ops,Redis server — Scheduled for decom Q3,used
10.10.20.58,10.10.20.0/24,elastic54-dc-mon.corp.example.com,Network Ops,Elastic server — RHEL 9.2,used
10.10.20.59,10.10.20.0/24,kibana55-dc-mon.corp.example.com,Network Ops,Kibana server — HA pair node B,used
10.10.20.60,10.10.20.0/24,grafana56-dc-mon.corp.example.com,Network Ops,Grafana server — Staging,used
10.10.20.61,10.10.20.0/24,zabbix57-dc-mon.corp.example.com,Network Ops,Zabbix server — SELinux enforcing,used
10.10.20.62,10.10.20.0/24,netbox58-dc-mon.corp.example.com,Network Ops,Netbox server — RHEL 9.2,used
10.10.20.63,10.10.20.0/24,wiki59-dc-mon.corp.example.com,Network Ops,Wiki server — RHEL 9.2,used
10.10.20.64,10.10.20.0/24,jira60-dc-mon.corp.example.com,Network Ops,Jira server — Staging,used
10.10.20.65,10.10.20.0/24,confluence61-dc-mon.corp.example.com,Network Ops,Confluence server — Patched 2026-03,used
10.10.20.66,10.10.20.0/24,nexus62-dc-mon.corp.example.com,Network Ops,Nexus server — Patched 2026-03,used
10.10.20.67,10.10.20.0/24,harbor63-dc-mon.corp.example.com,Network Ops,Harbor server — Legacy system,used
10.10.20.68,10.10.20.0/24,k8s-master64-dc-mon.corp.example.com,Network Ops,K8S-Master server — Rebuilt 2026-01,used
10.10.20.69,10.10.20.0/24,k8s-worker65-dc-mon.corp.example.com,Network Ops,K8S-Worker server — New build,used
10.10.20.70,10.10.20.0/24,etcd66-dc-mon.corp.example.com,Network Ops,Etcd server — Patched 2026-03,used
10.10.20.71,10.10.20.0/24,web67-dc-mon.corp.example.com,Network Ops,Web server — Legacy system,used
10.10.20.72,10.10.20.0/24,db68-dc-mon.corp.example.com,Network Ops,Db server — Ubuntu 24.04 LTS,used
10.10.20.73,10.10.20.0/24,app69-dc-mon.corp.example.com,Network Ops,App server — Windows Server 2022,used
10.10.20.74,10.10.20.0/24,api70-dc-mon.corp.example.com,Network Ops,Api server — Ansible-managed,used
10.10.20.75,10.10.20.0/24,mail71-dc-mon.corp.example.com,Network Ops,Mail server — Production,used
10.10.20.76,10.10.20.0/24,vpn72-dc-mon.corp.example.com,Network Ops,Vpn server — New build,used
10.10.20.77,10.10.20.0/24,proxy73-dc-mon.corp.example.com,Network Ops,Proxy server — Ansible-managed,used
10.10.20.78,10.10.20.0/24,nfs74-dc-mon.corp.example.com,Network Ops,Nfs server — Ubuntu 24.04 LTS,used
10.10.20.79,10.10.20.0/24,ldap75-dc-mon.corp.example.com,Network Ops,Ldap server — Patched 2026-03,used
10.10.20.80,10.10.20.0/24,radius76-dc-mon.corp.example.com,Network Ops,Radius server — SELinux enforcing,used
10.10.20.81,10.10.20.0/24,syslog77-dc-mon.corp.example.com,Network Ops,Syslog server — HA pair node A,used
10.10.20.82,10.10.20.0/24,monitor78-dc-mon.corp.example.com,Network Ops,Monitor server — Scheduled for decom Q3,used
10.10.20.83,10.10.20.0/24,backup79-dc-mon.corp.example.com,Network Ops,Backup server — Patched 2026-03,used
10.10.20.84,10.10.20.0/24,ansible80-dc-mon.corp.example.com,Network Ops,Ansible server — New build,used
10.10.20.85,10.10.20.0/24,git81-dc-mon.corp.example.com,Network Ops,Git server — Legacy system,used
10.10.20.86,10.10.20.0/24,ci82-dc-mon.corp.example.com,Network Ops,Ci server — DR standby,used
10.10.20.87,10.10.20.0/24,artifact83-dc-mon.corp.example.com,Network Ops,Artifact server — Production,used
10.10.20.88,10.10.20.0/24,vault84-dc-mon.corp.example.com,Network Ops,Vault server — New build,used
10.10.20.89,10.10.20.0/24,kafka85-dc-mon.corp.example.com,Network Ops,Kafka server — Staging,used
10.10.20.90,10.10.20.0/24,redis86-dc-mon.corp.example.com,Network Ops,Redis server — Ubuntu 24.04 LTS,used
10.10.20.91,10.10.20.0/24,elastic87-dc-mon.corp.example.com,Network Ops,Elastic server — Ansible-managed,used
10.10.20.92,10.10.20.0/24,kibana88-dc-mon.corp.example.com,Network Ops,Kibana server — RHEL 9.2,used
10.10.20.93,10.10.20.0/24,grafana89-dc-mon.corp.example.com,Network Ops,Grafana server — Scheduled for decom Q3,used
10.10.20.94,10.10.20.0/24,zabbix90-dc-mon.corp.example.com,Network Ops,Zabbix server — Windows Server 2022,used
10.10.20.95,10.10.20.0/24,netbox91-dc-mon.corp.example.com,Network Ops,Netbox server — Staging,used
10.10.20.96,10.10.20.0/24,wiki92-dc-mon.corp.example.com,Network Ops,Wiki server — Legacy system,used
10.10.20.97,10.10.20.0/24,jira93-dc-mon.corp.example.com,Network Ops,Jira server — SELinux enforcing,used
10.10.20.98,10.10.20.0/24,confluence94-dc-mon.corp.example.com,Network Ops,Confluence server — DR standby,used
10.10.20.99,10.10.20.0/24,nexus95-dc-mon.corp.example.com,Network Ops,Nexus server — Production,used
10.10.20.100,10.10.20.0/24,harbor96-dc-mon.corp.example.com,Network Ops,Harbor server — HA pair node A,used
10.10.20.101,10.10.20.0/24,k8s-master97-dc-mon.corp.example.com,Network Ops,K8S-Master server — Windows Server 2022,used
10.10.20.102,10.10.20.0/24,k8s-worker98-dc-mon.corp.example.com,Network Ops,K8S-Worker server — New build,used
10.10.20.103,10.10.20.0/24,etcd99-dc-mon.corp.example.com,Network Ops,Etcd server — New build,used
10.10.20.104,10.10.20.0/24,web100-dc-mon.corp.example.com,Network Ops,Web server — Legacy system,used
10.10.20.105,10.10.20.0/24,db101-dc-mon.corp.example.com,Network Ops,Db server — Legacy system,used
10.10.20.106,10.10.20.0/24,app102-dc-mon.corp.example.com,Network Ops,App server — Patched 2026-03,used
10.10.20.107,10.10.20.0/24,api103-dc-mon.corp.example.com,Network Ops,Api server — DR standby,used
10.10.20.108,10.10.20.0/24,mail104-dc-mon.corp.example.com,Network Ops,Mail server — Scheduled for decom Q3,used
10.10.20.109,10.10.20.0/24,vpn105-dc-mon.corp.example.com,Network Ops,Vpn server — Scheduled for decom Q3,used
10.10.20.110,10.10.20.0/24,proxy106-dc-mon.corp.example.com,Network Ops,Proxy server — Ansible-managed,used
10.10.20.111,10.10.20.0/24,nfs107-dc-mon.corp.example.com,Network Ops,Nfs server — HA pair node B,used
10.10.20.112,10.10.20.0/24,ldap108-dc-mon.corp.example.com,Network Ops,Ldap server — Rebuilt 2026-01,used
10.10.20.113,10.10.20.0/24,radius109-dc-mon.corp.example.com,Network Ops,Radius server — Rebuilt 2026-01,used
10.10.20.114,10.10.20.0/24,syslog110-dc-mon.corp.example.com,Network Ops,Syslog server — Ubuntu 24.04 LTS,used
10.10.20.115,10.10.20.0/24,monitor111-dc-mon.corp.example.com,Network Ops,Monitor server — Scheduled for decom Q3,used
10.10.20.116,10.10.20.0/24,backup112-dc-mon.corp.example.com,Network Ops,Backup server — SELinux enforcing,used
10.10.20.117,10.10.20.0/24,ansible113-dc-mon.corp.example.com,Network Ops,Ansible server — Patched 2026-03,used
10.10.20.118,10.10.20.0/24,git114-dc-mon.corp.example.com,Network Ops,Git server — Production,used
10.10.20.119,10.10.20.0/24,ci115-dc-mon.corp.example.com,Network Ops,Ci server — Ubuntu 24.04 LTS,used
10.10.20.120,10.10.20.0/24,artifact116-dc-mon.corp.example.com,Network Ops,Artifact server — SELinux enforcing,used
10.10.20.121,10.10.20.0/24,vault117-dc-mon.corp.example.com,Network Ops,Vault server — SELinux enforcing,used
10.10.20.122,10.10.20.0/24,kafka118-dc-mon.corp.example.com,Network Ops,Kafka server — Scheduled for decom Q3,used
10.10.20.123,10.10.20.0/24,redis119-dc-mon.corp.example.com,Network Ops,Redis server — Staging,used
10.10.20.124,10.10.20.0/24,elastic120-dc-mon.corp.example.com,Network Ops,Elastic server — Scheduled for decom Q3,used
10.10.20.125,10.10.20.0/24,kibana121-dc-mon.corp.example.com,Network Ops,Kibana server — Staging,used
10.10.20.126,10.10.20.0/24,grafana122-dc-mon.corp.example.com,Network Ops,Grafana server — Legacy system,used
10.10.20.127,10.10.20.0/24,zabbix123-dc-mon.corp.example.com,Network Ops,Zabbix server — SELinux enforcing,used
10.10.20.128,10.10.20.0/24,netbox124-dc-mon.corp.example.com,Network Ops,Netbox server — Rebuilt 2026-01,used
10.10.20.129,10.10.20.0/24,wiki125-dc-mon.corp.example.com,Network Ops,Wiki server — HA pair node B,used
10.10.30.1,10.10.30.0/24,gw-dc-ci.corp.example.com,Network Ops,Default gateway — DC CI-CD,reserved
10.10.30.2,10.10.30.0/24,dns1-dc-ci.corp.example.com,Network Ops,Primary DNS — DC CI-CD,reserved
10.10.30.3,10.10.30.0/24,dns2-dc-ci.corp.example.com,Network Ops,Secondary DNS — DC CI-CD,reserved
10.10.30.4,10.10.30.0/24,dhcp-dc-ci.corp.example.com,Network Ops,DHCP server — DC CI-CD,reserved
10.10.30.5,10.10.30.0/24,web01-dc-ci.corp.example.com,DevOps,Web server — HA pair node B,used
10.10.30.6,10.10.30.0/24,db02-dc-ci.corp.example.com,DevOps,Db server — Windows Server 2022,used
10.10.30.7,10.10.30.0/24,app03-dc-ci.corp.example.com,DevOps,App server — RHEL 9.2,used
10.10.30.8,10.10.30.0/24,api04-dc-ci.corp.example.com,DevOps,Api server — SELinux enforcing,used
10.10.30.9,10.10.30.0/24,mail05-dc-ci.corp.example.com,DevOps,Mail server — Ansible-managed,used
10.10.30.10,10.10.30.0/24,vpn06-dc-ci.corp.example.com,DevOps,Vpn server — Patched 2026-03,used
10.10.30.11,10.10.30.0/24,proxy07-dc-ci.corp.example.com,DevOps,Proxy server — RHEL 9.2,used
10.10.30.12,10.10.30.0/24,nfs08-dc-ci.corp.example.com,DevOps,Nfs server — DR standby,used
10.10.30.13,10.10.30.0/24,ldap09-dc-ci.corp.example.com,DevOps,Ldap server — Scheduled for decom Q3,used
10.10.30.14,10.10.30.0/24,radius10-dc-ci.corp.example.com,DevOps,Radius server — Staging,used
10.10.30.15,10.10.30.0/24,syslog11-dc-ci.corp.example.com,DevOps,Syslog server — Patched 2026-03,used
10.10.30.16,10.10.30.0/24,monitor12-dc-ci.corp.example.com,DevOps,Monitor server — SELinux enforcing,used
10.10.30.17,10.10.30.0/24,backup13-dc-ci.corp.example.com,DevOps,Backup server — DR standby,used
10.10.30.18,10.10.30.0/24,ansible14-dc-ci.corp.example.com,DevOps,Ansible server — Ansible-managed,used
10.10.30.19,10.10.30.0/24,git15-dc-ci.corp.example.com,DevOps,Git server — Scheduled for decom Q3,used
10.10.30.20,10.10.30.0/24,ci16-dc-ci.corp.example.com,DevOps,Ci server — HA pair node B,used
10.10.30.21,10.10.30.0/24,artifact17-dc-ci.corp.example.com,DevOps,Artifact server — SELinux enforcing,used
10.10.30.22,10.10.30.0/24,vault18-dc-ci.corp.example.com,DevOps,Vault server — Windows Server 2022,used
10.10.30.23,10.10.30.0/24,kafka19-dc-ci.corp.example.com,DevOps,Kafka server — SELinux enforcing,used
10.10.30.24,10.10.30.0/24,redis20-dc-ci.corp.example.com,DevOps,Redis server — Rebuilt 2026-01,used
10.10.30.25,10.10.30.0/24,elastic21-dc-ci.corp.example.com,DevOps,Elastic server — DR standby,used
10.10.30.26,10.10.30.0/24,kibana22-dc-ci.corp.example.com,DevOps,Kibana server — Patched 2026-03,used
10.10.30.27,10.10.30.0/24,grafana23-dc-ci.corp.example.com,DevOps,Grafana server — Windows Server 2022,used
10.10.30.28,10.10.30.0/24,zabbix24-dc-ci.corp.example.com,DevOps,Zabbix server — Staging,used
10.10.30.29,10.10.30.0/24,netbox25-dc-ci.corp.example.com,DevOps,Netbox server — HA pair node B,used
10.10.30.30,10.10.30.0/24,wiki26-dc-ci.corp.example.com,DevOps,Wiki server — Legacy system,used
10.10.30.31,10.10.30.0/24,jira27-dc-ci.corp.example.com,DevOps,Jira server — Rebuilt 2026-01,used
10.10.30.32,10.10.30.0/24,confluence28-dc-ci.corp.example.com,DevOps,Confluence server — SELinux enforcing,used
10.10.30.33,10.10.30.0/24,nexus29-dc-ci.corp.example.com,DevOps,Nexus server — Ubuntu 24.04 LTS,used
10.10.30.34,10.10.30.0/24,harbor30-dc-ci.corp.example.com,DevOps,Harbor server — Scheduled for decom Q3,used
10.10.30.35,10.10.30.0/24,k8s-master31-dc-ci.corp.example.com,DevOps,K8S-Master server — RHEL 9.2,used
10.10.30.36,10.10.30.0/24,k8s-worker32-dc-ci.corp.example.com,DevOps,K8S-Worker server — DR standby,used
10.10.30.37,10.10.30.0/24,etcd33-dc-ci.corp.example.com,DevOps,Etcd server — SELinux enforcing,used
10.10.30.38,10.10.30.0/24,web34-dc-ci.corp.example.com,DevOps,Web server — Windows Server 2022,used
10.10.30.39,10.10.30.0/24,db35-dc-ci.corp.example.com,DevOps,Db server — RHEL 9.2,used
10.10.30.40,10.10.30.0/24,app36-dc-ci.corp.example.com,DevOps,App server — Windows Server 2022,used
10.10.30.41,10.10.30.0/24,api37-dc-ci.corp.example.com,DevOps,Api server — SELinux enforcing,used
10.10.30.42,10.10.30.0/24,mail38-dc-ci.corp.example.com,DevOps,Mail server — Ansible-managed,used
10.10.30.43,10.10.30.0/24,vpn39-dc-ci.corp.example.com,DevOps,Vpn server — Legacy system,used
10.10.30.44,10.10.30.0/24,proxy40-dc-ci.corp.example.com,DevOps,Proxy server — Staging,used
10.10.30.45,10.10.30.0/24,nfs41-dc-ci.corp.example.com,DevOps,Nfs server — SELinux enforcing,used
10.10.30.46,10.10.30.0/24,ldap42-dc-ci.corp.example.com,DevOps,Ldap server — SELinux enforcing,used
10.10.30.47,10.10.30.0/24,radius43-dc-ci.corp.example.com,DevOps,Radius server — Rebuilt 2026-01,used
10.10.30.48,10.10.30.0/24,syslog44-dc-ci.corp.example.com,DevOps,Syslog server — Legacy system,used
10.10.30.49,10.10.30.0/24,monitor45-dc-ci.corp.example.com,DevOps,Monitor server — Scheduled for decom Q3,used
10.10.30.50,10.10.30.0/24,backup46-dc-ci.corp.example.com,DevOps,Backup server — Production,used
10.10.30.51,10.10.30.0/24,ansible47-dc-ci.corp.example.com,DevOps,Ansible server — Scheduled for decom Q3,used
10.10.30.52,10.10.30.0/24,git48-dc-ci.corp.example.com,DevOps,Git server — HA pair node B,used
10.10.30.53,10.10.30.0/24,ci49-dc-ci.corp.example.com,DevOps,Ci server — DR standby,used
10.10.30.54,10.10.30.0/24,artifact50-dc-ci.corp.example.com,DevOps,Artifact server — HA pair node A,used
10.10.30.55,10.10.30.0/24,vault51-dc-ci.corp.example.com,DevOps,Vault server — Scheduled for decom Q3,used
10.10.30.56,10.10.30.0/24,kafka52-dc-ci.corp.example.com,DevOps,Kafka server — Ubuntu 24.04 LTS,used
10.10.30.57,10.10.30.0/24,redis53-dc-ci.corp.example.com,DevOps,Redis server — New build,used
10.10.30.58,10.10.30.0/24,elastic54-dc-ci.corp.example.com,DevOps,Elastic server — HA pair node A,used
10.10.30.59,10.10.30.0/24,kibana55-dc-ci.corp.example.com,DevOps,Kibana server — HA pair node A,used
10.10.30.60,10.10.30.0/24,grafana56-dc-ci.corp.example.com,DevOps,Grafana server — DR standby,used
10.10.30.61,10.10.30.0/24,zabbix57-dc-ci.corp.example.com,DevOps,Zabbix server — DR standby,used
10.10.30.62,10.10.30.0/24,netbox58-dc-ci.corp.example.com,DevOps,Netbox server — Staging,used
10.10.30.63,10.10.30.0/24,wiki59-dc-ci.corp.example.com,DevOps,Wiki server — HA pair node B,used
10.10.30.64,10.10.30.0/24,jira60-dc-ci.corp.example.com,DevOps,Jira server — RHEL 9.2,used
10.10.30.65,10.10.30.0/24,confluence61-dc-ci.corp.example.com,DevOps,Confluence server — Ubuntu 24.04 LTS,used
10.10.30.66,10.10.30.0/24,nexus62-dc-ci.corp.example.com,DevOps,Nexus server — Staging,used
10.10.30.67,10.10.30.0/24,harbor63-dc-ci.corp.example.com,DevOps,Harbor server — Legacy system,used
10.10.30.68,10.10.30.0/24,k8s-master64-dc-ci.corp.example.com,DevOps,K8S-Master server — Ubuntu 24.04 LTS,used
10.10.30.69,10.10.30.0/24,k8s-worker65-dc-ci.corp.example.com,DevOps,K8S-Worker server — Legacy system,used
10.10.30.70,10.10.30.0/24,etcd66-dc-ci.corp.example.com,DevOps,Etcd server — RHEL 9.2,used
10.10.30.71,10.10.30.0/24,web67-dc-ci.corp.example.com,DevOps,Web server — Windows Server 2022,used
10.10.30.72,10.10.30.0/24,db68-dc-ci.corp.example.com,DevOps,Db server — Ansible-managed,used
10.10.30.73,10.10.30.0/24,app69-dc-ci.corp.example.com,DevOps,App server — Legacy system,used
